customerID,probability,prediction,risk_bucket,risk_level,model_name,created_at
67,0.9974127314672251,1,high,2,logistic_regression,2025-11-18 14:25:44
68,0.997414514290868,1,high,2,logistic_regression,2025-11-18 14:25:44
69,0.9398418246285538,1,high,2,logistic_regression,2025-11-18 14:25:44
70,0.935467214620466,1,high,2,logistic_regression,2025-11-18 14:25:44
71,0.33551925464732746,0,low,0,logistic_regression,2025-11-18 14:25:44
72,0.02045019882583121,0,low,0,logistic_regression,2025-11-18 14:25:44
73,0.4239426889995997,0,low,0,logistic_regression,2025-11-18 14:25:44
74,0.6389907108904134,1,medium,1,logistic_regression,2025-11-18 14:25:44
75,0.9955314765445129,1,high,2,logistic_regression,2025-11-18 14:25:44
76,0.005786561158954226,0,low,0,logistic_regression,2025-11-18 14:25:44
77,0.9614190381974997,1,high,2,logistic_regression,2025-11-18 14:25:44
78,0.9999727072266572,1,high,2,logistic_regression,2025-11-18 14:25:44
79,0.9998415436319869,1,high,2,logistic_regression,2025-11-18 14:25:44
80,0.025899957640836628,0,low,0,logistic_regression,2025-11-18 14:25:44
81,0.9968977934990129,1,high,2,logistic_regression,2025-11-18 14:25:44
82,0.07727115754565861,0,low,0,logistic_regression,2025-11-18 14:25:44
83,0.021611046512082142,0,low,0,logistic_regression,2025-11-18 14:25:44
84,0.9969166741310158,1,high,2,logistic_regression,2025-11-18 14:25:44
85,0.020127294719090343,0,low,0,logistic_regression,2025-11-18 14:25:44
86,0.9988118794913954,1,high,2,logistic_regression,2025-11-18 14:25:44
87,0.7413531727129516,1,medium,1,logistic_regression,2025-11-18 14:25:44
88,0.987854394090473,1,high,2,logistic_regression,2025-11-18 14:25:44
89,0.28783410662348125,0,low,0,logistic_regression,2025-11-18 14:25:44
90,0.7344511865865395,1,medium,1,logistic_regression,2025-11-18 14:25:44
91,0.6707198440129117,1,medium,1,logistic_regression,2025-11-18 14:25:44
92,0.030706652832812983,0,low,0,logistic_regression,2025-11-18 14:25:44
93,0.9999991155492736,1,high,2,logistic_regression,2025-11-18 14:25:44
94,0.023775280151283454,0,low,0,logistic_regression,2025-11-18 14:25:44
95,0.636259927072718,1,medium,1,logistic_regression,2025-11-18 14:25:44
96,0.952338956207109,1,high,2,logistic_regression,2025-11-18 14:25:44
97,0.826430927521308,1,high,2,logistic_regression,2025-11-18 14:25:44
98,0.9991104914786971,1,high,2,logistic_regression,2025-11-18 14:25:44
99,0.997775591271191,1,high,2,logistic_regression,2025-11-18 14:25:44
100,0.9931298970739266,1,high,2,logistic_regression,2025-11-18 14:25:44
101,0.325543217547124,0,low,0,logistic_regression,2025-11-18 14:25:44
102,0.8608704356764522,1,high,2,logistic_regression,2025-11-18 14:25:44
103,0.0179658554514502,0,low,0,logistic_regression,2025-11-18 14:25:44
104,0.9723717841685229,1,high,2,logistic_regression,2025-11-18 14:25:44
105,0.1277039537080659,0,low,0,logistic_regression,2025-11-18 14:25:44
106,0.8736737676750774,1,high,2,logistic_regression,2025-11-18 14:25:44
107,0.20497412862286937,0,low,0,logistic_regression,2025-11-18 14:25:44
108,0.37937889241842376,0,low,0,logistic_regression,2025-11-18 14:25:44
109,0.03226383414474493,0,low,0,logistic_regression,2025-11-18 14:25:44
110,0.008522283720008612,0,low,0,logistic_regression,2025-11-18 14:25:44
111,0.7876134333541673,1,high,2,logistic_regression,2025-11-18 14:25:44
112,0.03726188363328608,0,low,0,logistic_regression,2025-11-18 14:25:44
113,0.8975104468747863,1,high,2,logistic_regression,2025-11-18 14:25:44
114,0.6881327940881938,1,medium,1,logistic_regression,2025-11-18 14:25:44
115,0.49077770813806726,0,low,0,logistic_regression,2025-11-18 14:25:44
116,0.9997048372532014,1,high,2,logistic_regression,2025-11-18 14:25:44
117,0.47042844508086157,0,low,0,logistic_regression,2025-11-18 14:25:44
118,0.41501834903757384,0,low,0,logistic_regression,2025-11-18 14:25:44
119,0.009851565523901765,0,low,0,logistic_regression,2025-11-18 14:25:44
120,0.9779798452225285,1,high,2,logistic_regression,2025-11-18 14:25:44
121,0.9940964416919057,1,high,2,logistic_regression,2025-11-18 14:25:44
122,0.18087985335202497,0,low,0,logistic_regression,2025-11-18 14:25:44
123,0.03706293937252343,0,low,0,logistic_regression,2025-11-18 14:25:44
124,0.13151175272536123,0,low,0,logistic_regression,2025-11-18 14:25:44
125,0.43312734958549365,0,low,0,logistic_regression,2025-11-18 14:25:44
126,0.106950994804458,0,low,0,logistic_regression,2025-11-18 14:25:44
127,0.9964800735292222,1,high,2,logistic_regression,2025-11-18 14:25:44
128,0.9999965068389611,1,high,2,logistic_regression,2025-11-18 14:25:44
129,0.9984436917817493,1,high,2,logistic_regression,2025-11-18 14:25:44
130,0.008387690719637974,0,low,0,logistic_regression,2025-11-18 14:25:44
131,0.026129537169115948,0,low,0,logistic_regression,2025-11-18 14:25:44
132,0.018595313365463828,0,low,0,logistic_regression,2025-11-18 14:25:44
133,0.08113391680572038,0,low,0,logistic_regression,2025-11-18 14:25:44
134,0.064503872861299,0,low,0,logistic_regression,2025-11-18 14:25:44
135,0.45611526708612027,0,low,0,logistic_regression,2025-11-18 14:25:44
136,0.9968829006480938,1,high,2,logistic_regression,2025-11-18 14:25:44
137,0.9999073598128063,1,high,2,logistic_regression,2025-11-18 14:25:44
138,0.011094870831916901,0,low,0,logistic_regression,2025-11-18 14:25:44
139,0.9994427812372786,1,high,2,logistic_regression,2025-11-18 14:25:44
140,0.7443711309892713,1,medium,1,logistic_regression,2025-11-18 14:25:44
141,0.6309476763243205,1,medium,1,logistic_regression,2025-11-18 14:25:44
142,0.9694805138769014,1,high,2,logistic_regression,2025-11-18 14:25:44
143,0.6568023510102717,1,medium,1,logistic_regression,2025-11-18 14:25:44
144,0.9990541043762073,1,high,2,logistic_regression,2025-11-18 14:25:44
145,0.997843952202293,1,high,2,logistic_regression,2025-11-18 14:25:44
146,0.9984837868991638,1,high,2,logistic_regression,2025-11-18 14:25:44
147,0.9809791216671427,1,high,2,logistic_regression,2025-11-18 14:25:44
148,0.9989370367538803,1,high,2,logistic_regression,2025-11-18 14:25:44
149,0.9069225597569709,1,high,2,logistic_regression,2025-11-18 14:25:44
150,0.9951928345861386,1,high,2,logistic_regression,2025-11-18 14:25:44
151,0.9695908624790678,1,high,2,logistic_regression,2025-11-18 14:25:44
152,0.834367726916735,1,high,2,logistic_regression,2025-11-18 14:25:44
153,0.5186765368638809,1,medium,1,logistic_regression,2025-11-18 14:25:44
154,0.2361408162389816,0,low,0,logistic_regression,2025-11-18 14:25:44
155,0.04413969756227385,0,low,0,logistic_regression,2025-11-18 14:25:44
156,0.06996633054639925,0,low,0,logistic_regression,2025-11-18 14:25:44
157,0.10060949591663611,0,low,0,logistic_regression,2025-11-18 14:25:44
158,0.15394790892123714,0,low,0,logistic_regression,2025-11-18 14:25:44
159,0.8326293731942321,1,high,2,logistic_regression,2025-11-18 14:25:44
160,0.9999688012094075,1,high,2,logistic_regression,2025-11-18 14:25:44
161,0.9942020192952354,1,high,2,logistic_regression,2025-11-18 14:25:44
162,0.9999057960367632,1,high,2,logistic_regression,2025-11-18 14:25:44
163,0.39998590190157524,0,low,0,logistic_regression,2025-11-18 14:25:44
164,0.10482680227861947,0,low,0,logistic_regression,2025-11-18 14:25:44
165,0.766531924173098,1,high,2,logistic_regression,2025-11-18 14:25:44
166,0.8509116140578216,1,high,2,logistic_regression,2025-11-18 14:25:44
167,0.9999299437830862,1,high,2,logistic_regression,2025-11-18 14:25:44
168,0.9137682981408962,1,high,2,logistic_regression,2025-11-18 14:25:44
169,0.9983857461811638,1,high,2,logistic_regression,2025-11-18 14:25:44
170,0.12377784288225366,0,low,0,logistic_regression,2025-11-18 14:25:44
171,0.0070797216731059405,0,low,0,logistic_regression,2025-11-18 14:25:44
172,0.9982124259858874,1,high,2,logistic_regression,2025-11-18 14:25:44
173,0.8856858663379652,1,high,2,logistic_regression,2025-11-18 14:25:44
174,0.44264190786790936,0,low,0,logistic_regression,2025-11-18 14:25:44
175,0.9953752882154308,1,high,2,logistic_regression,2025-11-18 14:25:44
176,0.638941709958095,1,medium,1,logistic_regression,2025-11-18 14:25:44
177,0.03398062121224012,0,low,0,logistic_regression,2025-11-18 14:25:44
178,0.026690834393473153,0,low,0,logistic_regression,2025-11-18 14:25:44
179,0.17368372856288875,0,low,0,logistic_regression,2025-11-18 14:25:44
180,0.11604399366146681,0,low,0,logistic_regression,2025-11-18 14:25:44
181,0.6402417477899076,1,medium,1,logistic_regression,2025-11-18 14:25:44
182,0.9880862078936627,1,high,2,logistic_regression,2025-11-18 14:25:44
183,0.9985328250989763,1,high,2,logistic_regression,2025-11-18 14:25:44
184,0.016823660623325108,0,low,0,logistic_regression,2025-11-18 14:25:44
185,0.9708394446632383,1,high,2,logistic_regression,2025-11-18 14:25:44
186,0.9923151579672368,1,high,2,logistic_regression,2025-11-18 14:25:44
187,0.9987293453563735,1,high,2,logistic_regression,2025-11-18 14:25:44
188,0.9620002601390814,1,high,2,logistic_regression,2025-11-18 14:25:44
189,0.8012660151775021,1,high,2,logistic_regression,2025-11-18 14:25:44
190,0.03256633710633299,0,low,0,logistic_regression,2025-11-18 14:25:44
191,0.21183555986958874,0,low,0,logistic_regression,2025-11-18 14:25:44
192,0.005969859292162337,0,low,0,logistic_regression,2025-11-18 14:25:44
193,0.9508154538988,1,high,2,logistic_regression,2025-11-18 14:25:44
194,0.012585180703438285,0,low,0,logistic_regression,2025-11-18 14:25:44
195,0.1952698701962427,0,low,0,logistic_regression,2025-11-18 14:25:44
196,0.2647666096853014,0,low,0,logistic_regression,2025-11-18 14:25:44
197,0.9991877964617916,1,high,2,logistic_regression,2025-11-18 14:25:44
198,0.9891063768139514,1,high,2,logistic_regression,2025-11-18 14:25:44
199,0.977825444291326,1,high,2,logistic_regression,2025-11-18 14:25:44
200,0.9981121184671576,1,high,2,logistic_regression,2025-11-18 14:25:44
201,0.8147356958940284,1,high,2,logistic_regression,2025-11-18 14:25:44
202,0.7263738610605992,1,medium,1,logistic_regression,2025-11-18 14:25:44
203,0.9995956098212366,1,high,2,logistic_regression,2025-11-18 14:25:44
204,0.990012920115474,1,high,2,logistic_regression,2025-11-18 14:25:44
205,0.2710192344213972,0,low,0,logistic_regression,2025-11-18 14:25:44
206,0.9832107039684489,1,high,2,logistic_regression,2025-11-18 14:25:44
207,0.10923396371444825,0,low,0,logistic_regression,2025-11-18 14:25:44
208,0.9889641060230023,1,high,2,logistic_regression,2025-11-18 14:25:44
209,0.06404465641633264,0,low,0,logistic_regression,2025-11-18 14:25:44
210,0.8977554846901954,1,high,2,logistic_regression,2025-11-18 14:25:44
211,0.8087764091020335,1,high,2,logistic_regression,2025-11-18 14:25:44
212,0.37727452965610714,0,low,0,logistic_regression,2025-11-18 14:25:44
213,0.9835630207345007,1,high,2,logistic_regression,2025-11-18 14:25:44
214,0.9776774156445794,1,high,2,logistic_regression,2025-11-18 14:25:44
215,0.9906217289429137,1,high,2,logistic_regression,2025-11-18 14:25:44
216,0.9452973349296042,1,high,2,logistic_regression,2025-11-18 14:25:44
217,0.014665300685689837,0,low,0,logistic_regression,2025-11-18 14:25:44
218,0.8060708152342234,1,high,2,logistic_regression,2025-11-18 14:25:44
219,0.01833379898993561,0,low,0,logistic_regression,2025-11-18 14:25:44
220,0.9813689306312574,1,high,2,logistic_regression,2025-11-18 14:25:44
221,0.9847530429935026,1,high,2,logistic_regression,2025-11-18 14:25:44
222,0.22750957107257466,0,low,0,logistic_regression,2025-11-18 14:25:44
223,0.7081678787081299,1,medium,1,logistic_regression,2025-11-18 14:25:44
224,0.2543118333795377,0,low,0,logistic_regression,2025-11-18 14:25:44
225,0.18914678741189028,0,low,0,logistic_regression,2025-11-18 14:25:44
226,0.9946305726110051,1,high,2,logistic_regression,2025-11-18 14:25:44
227,0.9999985334785626,1,high,2,logistic_regression,2025-11-18 14:25:44
228,0.9999897315361891,1,high,2,logistic_regression,2025-11-18 14:25:44
229,0.018916525241674177,0,low,0,logistic_regression,2025-11-18 14:25:44
230,0.0796638255479685,0,low,0,logistic_regression,2025-11-18 14:25:44
231,0.8769062196127724,1,high,2,logistic_regression,2025-11-18 14:25:44
232,0.5309702347330563,1,medium,1,logistic_regression,2025-11-18 14:25:44
233,0.031407210125186776,0,low,0,logistic_regression,2025-11-18 14:25:44
234,0.21316611218921488,0,low,0,logistic_regression,2025-11-18 14:25:44
235,0.9990028817595463,1,high,2,logistic_regression,2025-11-18 14:25:44
236,0.027599584001231414,0,low,0,logistic_regression,2025-11-18 14:25:44
237,0.016464974276222785,0,low,0,logistic_regression,2025-11-18 14:25:44
238,0.9995586772066205,1,high,2,logistic_regression,2025-11-18 14:25:44
239,0.4232268803012846,0,low,0,logistic_regression,2025-11-18 14:25:44
240,0.33776776300698874,0,low,0,logistic_regression,2025-11-18 14:25:44
241,0.031329046026847614,0,low,0,logistic_regression,2025-11-18 14:25:44
242,0.062243926555893725,0,low,0,logistic_regression,2025-11-18 14:25:44
243,0.009460932523542685,0,low,0,logistic_regression,2025-11-18 14:25:44
244,0.9991694200020936,1,high,2,logistic_regression,2025-11-18 14:25:44
245,0.9982421861619475,1,high,2,logistic_regression,2025-11-18 14:25:44
246,0.9334413657270523,1,high,2,logistic_regression,2025-11-18 14:25:44
247,0.9946772247205224,1,high,2,logistic_regression,2025-11-18 14:25:44
248,0.123347070285596,0,low,0,logistic_regression,2025-11-18 14:25:44
249,0.958496037268022,1,high,2,logistic_regression,2025-11-18 14:25:44
250,0.7635128847337664,1,high,2,logistic_regression,2025-11-18 14:25:44
251,0.8163426219380764,1,high,2,logistic_regression,2025-11-18 14:25:44
252,0.8822139358208524,1,high,2,logistic_regression,2025-11-18 14:25:44
253,0.6313122363511092,1,medium,1,logistic_regression,2025-11-18 14:25:44
254,0.9256314777569566,1,high,2,logistic_regression,2025-11-18 14:25:44
255,0.9996314581794744,1,high,2,logistic_regression,2025-11-18 14:25:44
256,0.944349877840764,1,high,2,logistic_regression,2025-11-18 14:25:44
257,0.9987187934099653,1,high,2,logistic_regression,2025-11-18 14:25:44
258,0.3707977527625988,0,low,0,logistic_regression,2025-11-18 14:25:44
259,0.9995052676656037,1,high,2,logistic_regression,2025-11-18 14:25:44
260,0.8434785639121642,1,high,2,logistic_regression,2025-11-18 14:25:44
261,0.42150777812112916,0,low,0,logistic_regression,2025-11-18 14:25:44
262,0.9783469698128167,1,high,2,logistic_regression,2025-11-18 14:25:44
263,0.9994206198666481,1,high,2,logistic_regression,2025-11-18 14:25:44
264,0.9991545462379688,1,high,2,logistic_regression,2025-11-18 14:25:44
265,0.013890495119427734,0,low,0,logistic_regression,2025-11-18 14:25:44
266,0.28808724255755536,0,low,0,logistic_regression,2025-11-18 14:25:44
267,0.7644423157443162,1,high,2,logistic_regression,2025-11-18 14:25:44
268,0.010115132888378845,0,low,0,logistic_regression,2025-11-18 14:25:44
269,0.7931508845580484,1,high,2,logistic_regression,2025-11-18 14:25:44
270,0.9969576975539104,1,high,2,logistic_regression,2025-11-18 14:25:44
271,0.28426318472928636,0,low,0,logistic_regression,2025-11-18 14:25:44
272,0.9689635019331599,1,high,2,logistic_regression,2025-11-18 14:25:44
273,0.9961408558525984,1,high,2,logistic_regression,2025-11-18 14:25:44
274,0.014579315838072636,0,low,0,logistic_regression,2025-11-18 14:25:44
275,0.03991383723446666,0,low,0,logistic_regression,2025-11-18 14:25:44
276,0.9982933729210374,1,high,2,logistic_regression,2025-11-18 14:25:44
277,0.769568786601141,1,high,2,logistic_regression,2025-11-18 14:25:44
278,0.023176270649939747,0,low,0,logistic_regression,2025-11-18 14:25:44
279,0.4126024321898097,0,low,0,logistic_regression,2025-11-18 14:25:44
280,0.14491083370185118,0,low,0,logistic_regression,2025-11-18 14:25:44
281,0.9923939157817422,1,high,2,logistic_regression,2025-11-18 14:25:44
282,0.9703064613973347,1,high,2,logistic_regression,2025-11-18 14:25:44
283,0.11459183090031937,0,low,0,logistic_regression,2025-11-18 14:25:44
284,0.9984548164123177,1,high,2,logistic_regression,2025-11-18 14:25:44
285,0.026658460439765656,0,low,0,logistic_regression,2025-11-18 14:25:44
286,0.9574986932714245,1,high,2,logistic_regression,2025-11-18 14:25:44
287,0.9510694400820489,1,high,2,logistic_regression,2025-11-18 14:25:44
288,0.9298315552515614,1,high,2,logistic_regression,2025-11-18 14:25:44
289,0.11000682588145584,0,low,0,logistic_regression,2025-11-18 14:25:44
290,0.2612043745503439,0,low,0,logistic_regression,2025-11-18 14:25:44
291,0.40950328097256605,0,low,0,logistic_regression,2025-11-18 14:25:44
292,0.982921918320633,1,high,2,logistic_regression,2025-11-18 14:25:44
293,0.6875281182795482,1,medium,1,logistic_regression,2025-11-18 14:25:44
294,0.10323535931224485,0,low,0,logistic_regression,2025-11-18 14:25:44
295,0.7346362801993135,1,medium,1,logistic_regression,2025-11-18 14:25:44
296,0.9990259554280762,1,high,2,logistic_regression,2025-11-18 14:25:44
297,0.9221073571367991,1,high,2,logistic_regression,2025-11-18 14:25:44
298,0.36799969256518733,0,low,0,logistic_regression,2025-11-18 14:25:44
299,0.6804068671217545,1,medium,1,logistic_regression,2025-11-18 14:25:44
300,0.3748418298728553,0,low,0,logistic_regression,2025-11-18 14:25:44
301,0.9991607577995846,1,high,2,logistic_regression,2025-11-18 14:25:44
302,0.9951628019288749,1,high,2,logistic_regression,2025-11-18 14:25:44
303,0.9999933345842111,1,high,2,logistic_regression,2025-11-18 14:25:44
304,0.8065705629224947,1,high,2,logistic_regression,2025-11-18 14:25:44
305,0.9693910419260355,1,high,2,logistic_regression,2025-11-18 14:25:44
306,0.9898022928640982,1,high,2,logistic_regression,2025-11-18 14:25:44
307,0.32250538347143903,0,low,0,logistic_regression,2025-11-18 14:25:44
308,0.9624553110123012,1,high,2,logistic_regression,2025-11-18 14:25:44
309,0.6220534576866422,1,medium,1,logistic_regression,2025-11-18 14:25:44
310,0.7902996559232967,1,high,2,logistic_regression,2025-11-18 14:25:44
311,0.6459676878337335,1,medium,1,logistic_regression,2025-11-18 14:25:44
312,0.06215218375373797,0,low,0,logistic_regression,2025-11-18 14:25:44
313,0.10908071411590335,0,low,0,logistic_regression,2025-11-18 14:25:44
314,0.6602033297977408,1,medium,1,logistic_regression,2025-11-18 14:25:44
315,0.02462696019185082,0,low,0,logistic_regression,2025-11-18 14:25:44
316,0.9990716880238442,1,high,2,logistic_regression,2025-11-18 14:25:44
317,0.9898148193919714,1,high,2,logistic_regression,2025-11-18 14:25:44
318,0.950922789646374,1,high,2,logistic_regression,2025-11-18 14:25:44
319,0.9956124619420631,1,high,2,logistic_regression,2025-11-18 14:25:44
320,0.14584250404633878,0,low,0,logistic_regression,2025-11-18 14:25:44
321,0.1561716765304067,0,low,0,logistic_regression,2025-11-18 14:25:44
322,0.16777036974806678,0,low,0,logistic_regression,2025-11-18 14:25:44
323,0.9999966433525768,1,high,2,logistic_regression,2025-11-18 14:25:44
324,0.0077302913307004135,0,low,0,logistic_regression,2025-11-18 14:25:44
325,0.8878170205830109,1,high,2,logistic_regression,2025-11-18 14:25:44
326,0.9999907146892172,1,high,2,logistic_regression,2025-11-18 14:25:44
327,0.40752315977563086,0,low,0,logistic_regression,2025-11-18 14:25:44
328,0.6297840956275825,1,medium,1,logistic_regression,2025-11-18 14:25:44
329,0.9965161374173216,1,high,2,logistic_regression,2025-11-18 14:25:44
330,0.3440028790037738,0,low,0,logistic_regression,2025-11-18 14:25:44
331,0.10649329080277851,0,low,0,logistic_regression,2025-11-18 14:25:44
332,0.18149216609516322,0,low,0,logistic_regression,2025-11-18 14:25:44
333,0.9791790643766896,1,high,2,logistic_regression,2025-11-18 14:25:44
334,0.9280534862289028,1,high,2,logistic_regression,2025-11-18 14:25:44
335,0.02843205081031623,0,low,0,logistic_regression,2025-11-18 14:25:44
336,0.947199729184263,1,high,2,logistic_regression,2025-11-18 14:25:44
337,0.8567941634260154,1,high,2,logistic_regression,2025-11-18 14:25:44
338,0.2869569773611965,0,low,0,logistic_regression,2025-11-18 14:25:44
339,0.40150980469947534,0,low,0,logistic_regression,2025-11-18 14:25:44
340,0.19936859563678744,0,low,0,logistic_regression,2025-11-18 14:25:44
341,0.1370173702648135,0,low,0,logistic_regression,2025-11-18 14:25:44
342,0.06703969417766167,0,low,0,logistic_regression,2025-11-18 14:25:44
343,0.9999956176291154,1,high,2,logistic_regression,2025-11-18 14:25:44
344,0.4032170402053589,0,low,0,logistic_regression,2025-11-18 14:25:44
345,0.4594827038264415,0,low,0,logistic_regression,2025-11-18 14:25:44
346,0.9999983597095783,1,high,2,logistic_regression,2025-11-18 14:25:44
347,0.8063462567534653,1,high,2,logistic_regression,2025-11-18 14:25:44
348,0.03024638420215403,0,low,0,logistic_regression,2025-11-18 14:25:44
349,0.9916502464539688,1,high,2,logistic_regression,2025-11-18 14:25:44
350,0.28028836583484756,0,low,0,logistic_regression,2025-11-18 14:25:44
351,0.6966717003517156,1,medium,1,logistic_regression,2025-11-18 14:25:44
352,0.026451750670283075,0,low,0,logistic_regression,2025-11-18 14:25:44
353,0.03205186315712532,0,low,0,logistic_regression,2025-11-18 14:25:44
354,0.01636637437674058,0,low,0,logistic_regression,2025-11-18 14:25:44
355,0.08840631154146375,0,low,0,logistic_regression,2025-11-18 14:25:44
356,0.9784245009333383,1,high,2,logistic_regression,2025-11-18 14:25:44
357,0.9727196853636416,1,high,2,logistic_regression,2025-11-18 14:25:44
358,0.03669292339687078,0,low,0,logistic_regression,2025-11-18 14:25:44
359,0.011896280234441633,0,low,0,logistic_regression,2025-11-18 14:25:44
360,0.9959787468113258,1,high,2,logistic_regression,2025-11-18 14:25:44
361,0.7310344164671275,1,medium,1,logistic_regression,2025-11-18 14:25:44
362,0.7355152927506736,1,medium,1,logistic_regression,2025-11-18 14:25:44
363,0.3362405120136569,0,low,0,logistic_regression,2025-11-18 14:25:44
364,0.9996440996590668,1,high,2,logistic_regression,2025-11-18 14:25:44
365,0.690222162500643,1,medium,1,logistic_regression,2025-11-18 14:25:44
366,0.9404562777430252,1,high,2,logistic_regression,2025-11-18 14:25:44
367,0.37768888166007675,0,low,0,logistic_regression,2025-11-18 14:25:44
368,0.9068794405623863,1,high,2,logistic_regression,2025-11-18 14:25:44
369,0.013977951421568638,0,low,0,logistic_regression,2025-11-18 14:25:44
370,0.022848962961908786,0,low,0,logistic_regression,2025-11-18 14:25:44
371,0.9999980032132257,1,high,2,logistic_regression,2025-11-18 14:25:44
372,0.9459117279824801,1,high,2,logistic_regression,2025-11-18 14:25:44
373,0.056525404970729394,0,low,0,logistic_regression,2025-11-18 14:25:44
374,0.9999049666524714,1,high,2,logistic_regression,2025-11-18 14:25:44
375,0.9988052902879303,1,high,2,logistic_regression,2025-11-18 14:25:44
376,0.042171694372572066,0,low,0,logistic_regression,2025-11-18 14:25:44
